BEGIN;

INSERT INTO item (item_id, item_name, category, starting_price, image_url, item_condition, description, seller_login, seller_role) VALUES (95, 'Fitness Tracker #95', 'Sports', 613.47, 'https://example.com/images/item95.jpg', 'Fair', 'Sample fair Fitness Tracker #95 listed in Sports.', 'seller5', 'Seller');
INSERT INTO auction (auction_id, item_id, seller_login, seller_role, current_highest_bid, auction_status, winner_login, winner_role) VALUES (95, 95, 'seller5', 'Seller', 613.47, 'Active', NULL, 'Buyer');
INSERT INTO item (item_id, item_name, category, starting_price, image_url, item_condition, description, seller_login, seller_role) VALUES (96, 'Science Kit #96', 'Toys', 645.59, NULL, 'New', 'Sample new Science Kit #96 listed in Toys.', 'seller6', 'Seller');
INSERT INTO auction (auction_id, item_id, seller_login, seller_role, current_highest_bid, auction_status, winner_login, winner_role) VALUES (96, 96, 'seller6', 'Seller', 645.59, 'Active', NULL, 'Buyer');
INSERT INTO item (item_id, item_name, category, starting_price, image_url, item_condition, description, seller_login, seller_role) VALUES (97, 'Movie Prop #97', 'Collectibles', 452.78, 'https://example.com/images/item97.jpg', 'Like New', 'Sample like new Movie Prop #97 listed in Collectibles.', 'seller7', 'Seller');
INSERT INTO auction (auction_id, item_id, seller_login, seller_role, current_highest_bid, auction_status, winner_login, winner_role) VALUES (97, 97, 'seller7', 'Seller', 452.78, 'Active', NULL, 'Buyer');
INSERT INTO item (item_id, item_name, category, starting_price, image_url, item_condition, description, seller_login, seller_role) VALUES (98, 'LED Headlights #98', 'Automotive', 226.64, 'https://example.com/images/item98.jpg', 'Used', 'Sample used LED Headlights #98 listed in Automotive.', 'seller8', 'Seller');
INSERT INTO auction (auction_id, item_id, seller_login, seller_role, current_highest_bid, auction_status, winner_login, winner_role) VALUES (98, 98, 'seller8', 'Seller', 226.64, 'Active', NULL, 'Buyer');
INSERT INTO item (item_id, item_name, category, starting_price, image_url, item_condition, description, seller_login, seller_role) VALUES (99, 'Saxophone #99', 'Music', 407.02, 'https://example.com/images/item99.jpg', 'Refurbished', 'Sample refurbished Saxophone #99 listed in Music.', 'seller9', 'Seller');
INSERT INTO auction (auction_id, item_id, seller_login, seller_role, current_highest_bid, auction_status, winner_login, winner_role) VALUES (99, 99, 'seller9', 'Seller', 407.02, 'Active', NULL, 'Buyer');
INSERT INTO item (item_id, item_name, category, starting_price, image_url, item_condition, description, seller_login, seller_role) VALUES (100, 'Headset Stand #100', 'Gaming', 286.59, NULL, 'Fair', 'Sample fair Headset Stand #100 listed in Gaming.', 'seller10', 'Seller');
INSERT INTO auction (auction_id, item_id, seller_login, seller_role, current_highest_bid, auction_status, winner_login, winner_role) VALUES (100, 100, 'seller10', 'Seller', 286.59, 'Active', NULL, 'Buyer');

-- 200 bids: two bids for every auction
INSERT INTO bid (bid_id, auction_id, buyer_login, buyer_role, bid_amount, bid_timestamp) VALUES (1, 1, 'buyer2', 'Buyer', 209.06, '2026-05-01 10:01:00');
INSERT INTO bid (bid_id, auction_id, buyer_login, buyer_role, bid_amount, bid_timestamp) VALUES (2, 1, 'buyer16', 'Buyer', 268.09, '2026-05-01 12:01:00');
UPDATE auction SET current_highest_bid = 268.09 WHERE auction_id = 1;
INSERT INTO bid (bid_id, auction_id, buyer_login, buyer_role, bid_amount, bid_timestamp) VALUES (3, 2, 'buyer4', 'Buyer', 594.13, '2026-05-02 10:02:00');
INSERT INTO bid (bid_id, auction_id, buyer_login, buyer_role, bid_amount, bid_timestamp) VALUES (4, 2, 'buyer18', 'Buyer', 618.19, '2026-05-02 12:02:00');
UPDATE auction SET current_highest_bid = 618.19 WHERE auction_id = 2;
INSERT INTO bid (bid_id, auction_id, buyer_login, buyer_role, bid_amount, bid_timestamp) VALUES (5, 3, 'buyer6', 'Buyer', 413.39, '2026-05-03 10:03:00');
INSERT INTO bid (bid_id, auction_id, buyer_login, buyer_role, bid_amount, bid_timestamp) VALUES (6, 3, 'buyer20', 'Buyer', 466.46, '2026-05-03 12:03:00');
UPDATE auction SET current_highest_bid = 466.46 WHERE auction_id = 3;
INSERT INTO bid (bid_id, auction_id, buyer_login, buyer_role, bid_amount, bid_timestamp) VALUES (7, 4, 'buyer8', 'Buyer', 349.23, '2026-05-04 10:04:00');
INSERT INTO bid (bid_id, auction_id, buyer_login, buyer_role, bid_amount, bid_timestamp) VALUES (8, 4, 'buyer22', 'Buyer', 386.75, '2026-05-04 12:04:00');
UPDATE auction SET current_highest_bid = 386.75 WHERE auction_id = 4;
INSERT INTO bid (bid_id, auction_id, buyer_login, buyer_role, bid_amount, bid_timestamp) VALUES (9, 5, 'buyer10', 'Buyer', 52.12, '2026-05-05 10:05:00');
INSERT INTO bid (bid_id, auction_id, buyer_login, buyer_role, bid_amount, bid_timestamp) VALUES (10, 5, 'buyer24', 'Buyer', 125.28, '2026-05-05 12:05:00');
UPDATE auction SET current_highest_bid = 125.28 WHERE auction_id = 5;
INSERT INTO bid (bid_id, auction_id, buyer_login, buyer_role, bid_amount, bid_timestamp) VALUES (11, 6, 'buyer12', 'Buyer', 690.60, '2026-05-06 10:06:00');
INSERT INTO bid (bid_id, auction_id, buyer_login, buyer_role, bid_amount, bid_timestamp) VALUES (12, 6, 'buyer26', 'Buyer', 720.43, '2026-05-06 12:06:00');
UPDATE auction SET current_highest_bid = 720.43 WHERE auction_id = 6;
INSERT INTO bid (bid_id, auction_id, buyer_login, buyer_role, bid_amount, bid_timestamp) VALUES (13, 7, 'buyer14', 'Buyer', 884.98, '2026-05-07 10:07:00');
INSERT INTO bid (bid_id, auction_id, buyer_login, buyer_role, bid_amount, bid_timestamp) VALUES (14, 7, 'buyer28', 'Buyer', 894.74, '2026-05-07 12:07:00');
UPDATE auction SET current_highest_bid = 894.74 WHERE auction_id = 7;
INSERT INTO bid (bid_id, auction_id, buyer_login, buyer_role, bid_amount, bid_timestamp) VALUES (15, 8, 'buyer16', 'Buyer', 296.06, '2026-05-08 10:08:00');
INSERT INTO bid (bid_id, auction_id, buyer_login, buyer_role, bid_amount, bid_timestamp) VALUES (16, 8, 'buyer30', 'Buyer', 322.32, '2026-05-08 12:08:00');
UPDATE auction SET current_highest_bid = 322.32 WHERE auction_id = 8;
INSERT INTO bid (bid_id, auction_id, buyer_login, buyer_role, bid_amount, bid_timestamp) VALUES (17, 9, 'buyer18', 'Buyer', 772.72, '2026-05-09 10:09:00');
INSERT INTO bid (bid_id, auction_id, buyer_login, buyer_role, bid_amount, bid_timestamp) VALUES (18, 9, 'buyer32', 'Buyer', 781.65, '2026-05-09 12:09:00');
UPDATE auction SET current_highest_bid = 781.65 WHERE auction_id = 9;
INSERT INTO bid (bid_id, auction_id, buyer_login, buyer_role, bid_amount, bid_timestamp) VALUES (19, 10, 'buyer20', 'Buyer', 859.91, '2026-05-10 10:10:00');
INSERT INTO bid (bid_id, auction_id, buyer_login, buyer_role, bid_amount, bid_timestamp) VALUES (20, 10, 'buyer34', 'Buyer', 920.36, '2026-05-10 12:10:00');
UPDATE auction SET current_highest_bid = 920.36 WHERE auction_id = 10;
INSERT INTO bid (bid_id, auction_id, buyer_login, buyer_role, bid_amount, bid_timestamp) VALUES (21, 11, 'buyer22', 'Buyer', 696.93, '2026-05-11 10:11:00');
INSERT INTO bid (bid_id, auction_id, buyer_login, buyer_role, bid_amount, bid_timestamp) VALUES (22, 11, 'buyer36', 'Buyer', 767.90, '2026-05-11 12:11:00');
UPDATE auction SET current_highest_bid = 767.90 WHERE auction_id = 11;
INSERT INTO bid (bid_id, auction_id, buyer_login, buyer_role, bid_amount, bid_timestamp) VALUES (23, 12, 'buyer24', 'Buyer', 479.66, '2026-05-12 10:12:00');
INSERT INTO bid (bid_id, auction_id, buyer_login, buyer_role, bid_amount, bid_timestamp) VALUES (24, 12, 'buyer38', 'Buyer', 515.30, '2026-05-12 12:12:00');
UPDATE auction SET current_highest_bid = 515.30 WHERE auction_id = 12;
INSERT INTO bid (bid_id, auction_id, buyer_login, buyer_role, bid_amount, bid_timestamp) VALUES (25, 13, 'buyer26', 'Buyer', 144.72, '2026-05-13 10:13:00');
INSERT INTO bid (bid_id, auction_id, buyer_login, buyer_role, bid_amount, bid_timestamp) VALUES (26, 13, 'buyer40', 'Buyer', 182.90, '2026-05-13 12:13:00');
UPDATE auction SET current_highest_bid = 182.90 WHERE auction_id = 13;
INSERT INTO bid (bid_id, auction_id, buyer_login, buyer_role, bid_amount, bid_timestamp) VALUES (27, 14, 'buyer28', 'Buyer', 748.85, '2026-05-14 10:14:00');
INSERT INTO bid (bid_id, auction_id, buyer_login, buyer_role, bid_amount, bid_timestamp) VALUES (28, 14, 'buyer42', 'Buyer', 767.27, '2026-05-14 12:14:00');
UPDATE auction SET current_highest_bid = 767.27 WHERE auction_id = 14;
INSERT INTO bid (bid_id, auction_id, buyer_login, buyer_role, bid_amount, bid_timestamp) VALUES (29, 15, 'buyer30', 'Buyer', 373.21, '2026-05-15 10:15:00');
INSERT INTO bid (bid_id, auction_id, buyer_login, buyer_role, bid_amount, bid_timestamp) VALUES (30, 15, 'buyer44', 'Buyer', 445.29, '2026-05-15 12:15:00');
UPDATE auction SET current_highest_bid = 445.29 WHERE auction_id = 15;
INSERT INTO bid (bid_id, auction_id, buyer_login, buyer_role, bid_amount, bid_timestamp) VALUES (31, 16, 'buyer32', 'Buyer', 27.22, '2026-05-16 10:16:00');
INSERT INTO bid (bid_id, auction_id, buyer_login, buyer_role, bid_amount, bid_timestamp) VALUES (32, 16, 'buyer46', 'Buyer', 74.67, '2026-05-16 12:16:00');
UPDATE auction SET current_highest_bid = 74.67 WHERE auction_id = 16;
INSERT INTO bid (bid_id, auction_id, buyer_login, buyer_role, bid_amount, bid_timestamp) VALUES (33, 17, 'buyer34', 'Buyer', 190.48, '2026-05-17 10:17:00');
INSERT INTO bid (bid_id, auction_id, buyer_login, buyer_role, bid_amount, bid_timestamp) VALUES (34, 17, 'buyer48', 'Buyer', 209.54, '2026-05-17 12:17:00');
UPDATE auction SET current_highest_bid = 209.54 WHERE auction_id = 17;
INSERT INTO bid (bid_id, auction_id, buyer_login, buyer_role, bid_amount, bid_timestamp) VALUES (35, 18, 'buyer36', 'Buyer', 566.79, '2026-05-18 10:18:00');
INSERT INTO bid (bid_id, auction_id, buyer_login, buyer_role, bid_amount, bid_timestamp) VALUES (36, 18, 'buyer50', 'Buyer', 619.88, '2026-05-18 12:18:00');
UPDATE auction SET current_highest_bid = 619.88 WHERE auction_id = 18;
INSERT INTO bid (bid_id, auction_id, buyer_login, buyer_role, bid_amount, bid_timestamp) VALUES (37, 19, 'buyer38', 'Buyer', 223.57, '2026-05-19 10:19:00');
INSERT INTO bid (bid_id, auction_id, buyer_login, buyer_role, bid_amount, bid_timestamp) VALUES (38, 19, 'buyer52', 'Buyer', 258.12, '2026-05-19 12:19:00');
UPDATE auction SET current_highest_bid = 258.12 WHERE auction_id = 19;
INSERT INTO bid (bid_id, auction_id, buyer_login, buyer_role, bid_amount, bid_timestamp) VALUES (39, 20, 'buyer40', 'Buyer', 558.01, '2026-05-20 10:20:00');
INSERT INTO bid (bid_id, auction_id, buyer_login, buyer_role, bid_amount, bid_timestamp) VALUES (40, 20, 'buyer54', 'Buyer', 620.94, '2026-05-20 12:20:00');
UPDATE auction SET current_highest_bid = 620.94 WHERE auction_id = 20;
INSERT INTO bid (bid_id, auction_id, buyer_login, buyer_role, bid_amount, bid_timestamp) VALUES (41, 21, 'buyer42', 'Buyer', 169.99, '2026-05-21 10:21:00');
INSERT INTO bid (bid_id, auction_id, buyer_login, buyer_role, bid_amount, bid_timestamp) VALUES (42, 21, 'buyer56', 'Buyer', 231.29, '2026-05-21 12:21:00');
UPDATE auction SET current_highest_bid = 231.29 WHERE auction_id = 21;
INSERT INTO bid (bid_id, auction_id, buyer_login, buyer_role, bid_amount, bid_timestamp) VALUES (43, 22, 'buyer44', 'Buyer', 459.69, '2026-05-22 10:22:00');
INSERT INTO bid (bid_id, auction_id, buyer_login, buyer_role, bid_amount, bid_timestamp) VALUES (44, 22, 'buyer58', 'Buyer', 467.49, '2026-05-22 12:22:00');
UPDATE auction SET current_highest_bid = 467.49 WHERE auction_id = 22;
INSERT INTO bid (bid_id, auction_id, buyer_login, buyer_role, bid_amount, bid_timestamp) VALUES (45, 23, 'buyer46', 'Buyer', 282.23, '2026-05-23 10:23:00');
INSERT INTO bid (bid_id, auction_id, buyer_login, buyer_role, bid_amount, bid_timestamp) VALUES (46, 23, 'buyer60', 'Buyer', 342.25, '2026-05-23 12:23:00');
UPDATE auction SET current_highest_bid = 342.25 WHERE auction_id = 23;
INSERT INTO bid (bid_id, auction_id, buyer_login, buyer_role, bid_amount, bid_timestamp) VALUES (47, 24, 'buyer48', 'Buyer', 497.56, '2026-05-24 10:24:00');
INSERT INTO bid (bid_id, auction_id, buyer_login, buyer_role, bid_amount, bid_timestamp) VALUES (48, 24, 'buyer2', 'Buyer', 528.79, '2026-05-24 12:24:00');
UPDATE auction SET current_highest_bid = 528.79 WHERE auction_id = 24;
INSERT INTO bid (bid_id, auction_id, buyer_login, buyer_role, bid_amount, bid_timestamp) VALUES (49, 25, 'buyer50', 'Buyer', 247.06, '2026-05-25 10:25:00');
INSERT INTO bid (bid_id, auction_id, buyer_login, buyer_role, bid_amount, bid_timestamp) VALUES (50, 25, 'buyer4', 'Buyer', 312.71, '2026-05-25 12:25:00');
UPDATE auction SET current_highest_bid = 312.71 WHERE auction_id = 25;
INSERT INTO bid (bid_id, auction_id, buyer_login, buyer_role, bid_amount, bid_timestamp) VALUES (51, 26, 'buyer52', 'Buyer', 712.88, '2026-05-26 10:26:00');
INSERT INTO bid (bid_id, auction_id, buyer_login, buyer_role, bid_amount, bid_timestamp) VALUES (52, 26, 'buyer6', 'Buyer', 787.34, '2026-05-26 12:26:00');
UPDATE auction SET current_highest_bid = 787.34 WHERE auction_id = 26;
INSERT INTO bid (bid_id, auction_id, buyer_login, buyer_role, bid_amount, bid_timestamp) VALUES (53, 27, 'buyer54', 'Buyer', 890.96, '2026-05-27 10:27:00');
INSERT INTO bid (bid_id, auction_id, buyer_login, buyer_role, bid_amount, bid_timestamp) VALUES (54, 27, 'buyer8', 'Buyer', 904.92, '2026-05-27 12:27:00');
UPDATE auction SET current_highest_bid = 904.92 WHERE auction_id = 27;
INSERT INTO bid (bid_id, auction_id, buyer_login, buyer_role, bid_amount, bid_timestamp) VALUES (55, 28, 'buyer56', 'Buyer', 875.59, '2026-05-28 10:28:00');
INSERT INTO bid (bid_id, auction_id, buyer_login, buyer_role, bid_amount, bid_timestamp) VALUES (56, 28, 'buyer10', 'Buyer', 894.40, '2026-05-28 12:28:00');
UPDATE auction SET current_highest_bid = 894.40 WHERE auction_id = 28;
INSERT INTO bid (bid_id, auction_id, buyer_login, buyer_role, bid_amount, bid_timestamp) VALUES (57, 29, 'buyer58', 'Buyer', 62.55, '2026-05-01 10:29:00');
INSERT INTO bid (bid_id, auction_id, buyer_login, buyer_role, bid_amount, bid_timestamp) VALUES (58, 29, 'buyer12', 'Buyer', 107.45, '2026-05-01 12:29:00');
UPDATE auction SET current_highest_bid = 107.45 WHERE auction_id = 29;
INSERT INTO bid (bid_id, auction_id, buyer_login, buyer_role, bid_amount, bid_timestamp) VALUES (59, 30, 'buyer60', 'Buyer', 896.21, '2026-05-02 10:30:00');
INSERT INTO bid (bid_id, auction_id, buyer_login, buyer_role, bid_amount, bid_timestamp) VALUES (60, 30, 'buyer14', 'Buyer', 906.95, '2026-05-02 12:30:00');
UPDATE auction SET current_highest_bid = 906.95 WHERE auction_id = 30;
INSERT INTO bid (bid_id, auction_id, buyer_login, buyer_role, bid_amount, bid_timestamp) VALUES (61, 31, 'buyer2', 'Buyer', 291.02, '2026-05-03 10:31:00');
INSERT INTO bid (bid_id, auction_id, buyer_login, buyer_role, bid_amount, bid_timestamp) VALUES (62, 31, 'buyer16', 'Buyer', 323.61, '2026-05-03 12:31:00');
UPDATE auction SET current_highest_bid = 323.61 WHERE auction_id = 31;
INSERT INTO bid (bid_id, auction_id, buyer_login, buyer_role, bid_amount, bid_timestamp) VALUES (63, 32, 'buyer4', 'Buyer', 847.74, '2026-05-04 10:32:00');
INSERT INTO bid (bid_id, auction_id, buyer_login, buyer_role, bid_amount, bid_timestamp) VALUES (64, 32, 'buyer18', 'Buyer', 908.22, '2026-05-04 12:32:00');
UPDATE auction SET current_highest_bid = 908.22 WHERE auction_id = 32;
INSERT INTO bid (bid_id, auction_id, buyer_login, buyer_role, bid_amount, bid_timestamp) VALUES (65, 33, 'buyer6', 'Buyer', 603.94, '2026-05-05 10:33:00');
INSERT INTO bid (bid_id, auction_id, buyer_login, buyer_role, bid_amount, bid_timestamp) VALUES (66, 33, 'buyer20', 'Buyer', 678.73, '2026-05-05 12:33:00');
UPDATE auction SET current_highest_bid = 678.73 WHERE auction_id = 33;
INSERT INTO bid (bid_id, auction_id, buyer_login, buyer_role, bid_amount, bid_timestamp) VALUES (67, 34, 'buyer8', 'Buyer', 177.71, '2026-05-06 10:34:00');
INSERT INTO bid (bid_id, auction_id, buyer_login, buyer_role, bid_amount, bid_timestamp) VALUES (68, 34, 'buyer22', 'Buyer', 200.23, '2026-05-06 12:34:00');
UPDATE auction SET current_highest_bid = 200.23 WHERE auction_id = 34;
INSERT INTO bid (bid_id, auction_id, buyer_login, buyer_role, bid_amount, bid_timestamp) VALUES (69, 35, 'buyer10', 'Buyer', 743.86, '2026-05-07 10:35:00');
INSERT INTO bid (bid_id, auction_id, buyer_login, buyer_role, bid_amount, bid_timestamp) VALUES (70, 35, 'buyer24', 'Buyer', 774.74, '2026-05-07 12:35:00');
UPDATE auction SET current_highest_bid = 774.74 WHERE auction_id = 35;
INSERT INTO bid (bid_id, auction_id, buyer_login, buyer_role, bid_amount, bid_timestamp) VALUES (71, 36, 'buyer12', 'Buyer', 660.23, '2026-05-08 10:36:00');
INSERT INTO bid (bid_id, auction_id, buyer_login, buyer_role, bid_amount, bid_timestamp) VALUES (72, 36, 'buyer26', 'Buyer', 683.08, '2026-05-08 12:36:00');
UPDATE auction SET current_highest_bid = 683.08 WHERE auction_id = 36;
INSERT INTO bid (bid_id, auction_id, buyer_login, buyer_role, bid_amount, bid_timestamp) VALUES (73, 37, 'buyer14', 'Buyer', 571.55, '2026-05-09 10:37:00');
INSERT INTO bid (bid_id, auction_id, buyer_login, buyer_role, bid_amount, bid_timestamp) VALUES (74, 37, 'buyer28', 'Buyer', 589.67, '2026-05-09 12:37:00');
UPDATE auction SET current_highest_bid = 589.67 WHERE auction_id = 37;
INSERT INTO bid (bid_id, auction_id, buyer_login, buyer_role, bid_amount, bid_timestamp) VALUES (75, 38, 'buyer16', 'Buyer', 897.74, '2026-05-10 10:38:00');
INSERT INTO bid (bid_id, auction_id, buyer_login, buyer_role, bid_amount, bid_timestamp) VALUES (76, 38, 'buyer30', 'Buyer', 963.38, '2026-05-10 12:38:00');
UPDATE auction SET current_highest_bid = 963.38 WHERE auction_id = 38;
INSERT INTO bid (bid_id, auction_id, buyer_login, buyer_role, bid_amount, bid_timestamp) VALUES (77, 39, 'buyer18', 'Buyer', 787.79, '2026-05-11 10:39:00');
INSERT INTO bid (bid_id, auction_id, buyer_login, buyer_role, bid_amount, bid_timestamp) VALUES (78, 39, 'buyer32', 'Buyer', 827.39, '2026-05-11 12:39:00');
UPDATE auction SET current_highest_bid = 827.39 WHERE auction_id = 39;
INSERT INTO bid (bid_id, auction_id, buyer_login, buyer_role, bid_amount, bid_timestamp) VALUES (79, 40, 'buyer20', 'Buyer', 134.70, '2026-05-12 10:40:00');
INSERT INTO bid (bid_id, auction_id, buyer_login, buyer_role, bid_amount, bid_timestamp) VALUES (80, 40, 'buyer34', 'Buyer', 186.02, '2026-05-12 12:40:00');
UPDATE auction SET current_highest_bid = 186.02 WHERE auction_id = 40;
INSERT INTO bid (bid_id, auction_id, buyer_login, buyer_role, bid_amount, bid_timestamp) VALUES (81, 41, 'buyer22', 'Buyer', 471.97, '2026-05-13 10:41:00');
INSERT INTO bid (bid_id, auction_id, buyer_login, buyer_role, bid_amount, bid_timestamp) VALUES (82, 41, 'buyer36', 'Buyer', 496.50, '2026-05-13 12:41:00');
UPDATE auction SET current_highest_bid = 496.50 WHERE auction_id = 41;
INSERT INTO bid (bid_id, auction_id, buyer_login, buyer_role, bid_amount, bid_timestamp) VALUES (83, 42, 'buyer24', 'Buyer', 248.47, '2026-05-14 10:42:00');
INSERT INTO bid (bid_id, auction_id, buyer_login, buyer_role, bid_amount, bid_timestamp) VALUES (84, 42, 'buyer38', 'Buyer', 287.87, '2026-05-14 12:42:00');
UPDATE auction SET current_highest_bid = 287.87 WHERE auction_id = 42;
INSERT INTO bid (bid_id, auction_id, buyer_login, buyer_role, bid_amount, bid_timestamp) VALUES (85, 43, 'buyer26', 'Buyer', 548.01, '2026-05-15 10:43:00');
INSERT INTO bid (bid_id, auction_id, buyer_login, buyer_role, bid_amount, bid_timestamp) VALUES (86, 43, 'buyer40', 'Buyer', 556.07, '2026-05-15 12:43:00');
UPDATE auction SET current_highest_bid = 556.07 WHERE auction_id = 43;
INSERT INTO bid (bid_id, auction_id, buyer_login, buyer_role, bid_amount, bid_timestamp) VALUES (87, 44, 'buyer28', 'Buyer', 58.37, '2026-05-16 10:44:00');
INSERT INTO bid (bid_id, auction_id, buyer_login, buyer_role, bid_amount, bid_timestamp) VALUES (88, 44, 'buyer42', 'Buyer', 72.06, '2026-05-16 12:44:00');
UPDATE auction SET current_highest_bid = 72.06 WHERE auction_id = 44;
INSERT INTO bid (bid_id, auction_id, buyer_login, buyer_role, bid_amount, bid_timestamp) VALUES (89, 45, 'buyer30', 'Buyer', 831.90, '2026-05-17 10:45:00');
INSERT INTO bid (bid_id, auction_id, buyer_login, buyer_role, bid_amount, bid_timestamp) VALUES (90, 45, 'buyer44', 'Buyer', 896.39, '2026-05-17 12:45:00');
UPDATE auction SET current_highest_bid = 896.39 WHERE auction_id = 45;
INSERT INTO bid (bid_id, auction_id, buyer_login, buyer_role, bid_amount, bid_timestamp) VALUES (91, 46, 'buyer32', 'Buyer', 302.68, '2026-05-18 10:46:00');
INSERT INTO bid (bid_id, auction_id, buyer_login, buyer_role, bid_amount, bid_timestamp) VALUES (92, 46, 'buyer46', 'Buyer', 313.01, '2026-05-18 12:46:00');
UPDATE auction SET current_highest_bid = 313.01 WHERE auction_id = 46;
INSERT INTO bid (bid_id, auction_id, buyer_login, buyer_role, bid_amount, bid_timestamp) VALUES (93, 47, 'buyer34', 'Buyer', 865.93, '2026-05-19 10:47:00');
INSERT INTO bid (bid_id, auction_id, buyer_login, buyer_role, bid_amount, bid_timestamp) VALUES (94, 47, 'buyer48', 'Buyer', 912.55, '2026-05-19 12:47:00');
UPDATE auction SET current_highest_bid = 912.55 WHERE auction_id = 47;
INSERT INTO bid (bid_id, auction_id, buyer_login, buyer_role, bid_amount, bid_timestamp) VALUES (95, 48, 'buyer36', 'Buyer', 633.16, '2026-05-20 10:48:00');
INSERT INTO bid (bid_id, auction_id, buyer_login, buyer_role, bid_amount, bid_timestamp) VALUES (96, 48, 'buyer50', 'Buyer', 699.19, '2026-05-20 12:48:00');
UPDATE auction SET current_highest_bid = 699.19 WHERE auction_id = 48;
INSERT INTO bid (bid_id, auction_id, buyer_login, buyer_role, bid_amount, bid_timestamp) VALUES (97, 49, 'buyer38', 'Buyer', 493.78, '2026-05-21 10:49:00');
INSERT INTO bid (bid_id, auction_id, buyer_login, buyer_role, bid_amount, bid_timestamp) VALUES (98, 49, 'buyer52', 'Buyer', 505.02, '2026-05-21 12:49:00');
UPDATE auction SET current_highest_bid = 505.02 WHERE auction_id = 49;
INSERT INTO bid (bid_id, auction_id, buyer_login, buyer_role, bid_amount, bid_timestamp) VALUES (99, 50, 'buyer40', 'Buyer', 383.84, '2026-05-22 10:50:00');
INSERT INTO bid (bid_id, auction_id, buyer_login, buyer_role, bid_amount, bid_timestamp) VALUES (100, 50, 'buyer54', 'Buyer', 413.50, '2026-05-22 12:50:00');
UPDATE auction SET current_highest_bid = 413.50 WHERE auction_id = 50;
INSERT INTO bid (bid_id, auction_id, buyer_login, buyer_role, bid_amount, bid_timestamp) VALUES (101, 51, 'buyer42', 'Buyer', 842.89, '2026-05-23 10:51:00');
INSERT INTO bid (bid_id, auction_id, buyer_login, buyer_role, bid_amount, bid_timestamp) VALUES (102, 51, 'buyer56', 'Buyer', 889.58, '2026-05-23 12:51:00');
UPDATE auction SET current_highest_bid = 889.58 WHERE auction_id = 51;
INSERT INTO bid (bid_id, auction_id, buyer_login, buyer_role, bid_amount, bid_timestamp) VALUES (103, 52, 'buyer44', 'Buyer', 258.21, '2026-05-24 10:52:00');
INSERT INTO bid (bid_id, auction_id, buyer_login, buyer_role, bid_amount, bid_timestamp) VALUES (104, 52, 'buyer58', 'Buyer', 311.02, '2026-05-24 12:52:00');
UPDATE auction SET current_highest_bid = 311.02 WHERE auction_id = 52;
INSERT INTO bid (bid_id, auction_id, buyer_login, buyer_role, bid_amount, bid_timestamp) VALUES (105, 53, 'buyer46', 'Buyer', 940.64, '2026-05-25 10:53:00');
INSERT INTO bid (bid_id, auction_id, buyer_login, buyer_role, bid_amount, bid_timestamp) VALUES (106, 53, 'buyer60', 'Buyer', 979.01, '2026-05-25 12:53:00');
UPDATE auction SET current_highest_bid = 979.01 WHERE auction_id = 53;
INSERT INTO bid (bid_id, auction_id, buyer_login, buyer_role, bid_amount, bid_timestamp) VALUES (107, 54, 'buyer48', 'Buyer', 590.41, '2026-05-26 10:54:00');
INSERT INTO bid (bid_id, auction_id, buyer_login, buyer_role, bid_amount, bid_timestamp) VALUES (108, 54, 'buyer2', 'Buyer', 610.26, '2026-05-26 12:54:00');
UPDATE auction SET current_highest_bid = 610.26 WHERE auction_id = 54;
INSERT INTO bid (bid_id, auction_id, buyer_login, buyer_role, bid_amount, bid_timestamp) VALUES (109, 55, 'buyer50', 'Buyer', 490.64, '2026-05-27 10:55:00');
INSERT INTO bid (bid_id, auction_id, buyer_login, buyer_role, bid_amount, bid_timestamp) VALUES (110, 55, 'buyer4', 'Buyer', 519.14, '2026-05-27 12:55:00');
UPDATE auction SET current_highest_bid = 519.14 WHERE auction_id = 55;
INSERT INTO bid (bid_id, auction_id, buyer_login, buyer_role, bid_amount, bid_timestamp) VALUES (111, 56, 'buyer52', 'Buyer', 415.06, '2026-05-28 10:56:00');
INSERT INTO bid (bid_id, auction_id, buyer_login, buyer_role, bid_amount, bid_timestamp) VALUES (112, 56, 'buyer6', 'Buyer', 475.08, '2026-05-28 12:56:00');
UPDATE auction SET current_highest_bid = 475.08 WHERE auction_id = 56;
INSERT INTO bid (bid_id, auction_id, buyer_login, buyer_role, bid_amount, bid_timestamp) VALUES (113, 57, 'buyer54', 'Buyer', 341.16, '2026-05-01 10:57:00');
INSERT INTO bid (bid_id, auction_id, buyer_login, buyer_role, bid_amount, bid_timestamp) VALUES (114, 57, 'buyer8', 'Buyer', 368.82, '2026-05-01 12:57:00');
UPDATE auction SET current_highest_bid = 368.82 WHERE auction_id = 57;
INSERT INTO bid (bid_id, auction_id, buyer_login, buyer_role, bid_amount, bid_timestamp) VALUES (115, 58, 'buyer56', 'Buyer', 525.84, '2026-05-02 10:58:00');
INSERT INTO bid (bid_id, auction_id, buyer_login, buyer_role, bid_amount, bid_timestamp) VALUES (116, 58, 'buyer10', 'Buyer', 596.69, '2026-05-02 12:58:00');
UPDATE auction SET current_highest_bid = 596.69 WHERE auction_id = 58;
INSERT INTO bid (bid_id, auction_id, buyer_login, buyer_role, bid_amount, bid_timestamp) VALUES (117, 59, 'buyer58', 'Buyer', 770.64, '2026-05-03 10:59:00');
